회차,등위,상호명,당첨방식,소재지
647,1등,GS25(석촌센타),자동,서울 송파구 석촌동 272-25번지
647,1등,스파,자동,서울 노원구 상계동 666-3번지 주공10단지종합상가111
646,1등,종합가판점,자동,서울 동대문구 전농동 620-69번지청량리역 4번출구 가판
646,1등,노다지복권방,자동,서울 종로구 창신동 302-5번지
646,1등,올인(allin),수동,경기 화성시 향남읍 장짐리 273-3번지
646,1등,행운복권,자동,부산 남구 대연4동 949-8번지
646,1등,로또복권방,자동,대전 서구 복수동 492번지1층 썬마트편의점
646,1등,행운소리로또판매점,자동,경남 김해시 진영읍 죽곡리203번지
646,1등,의림유통,자동,강원 원주시 신림면 신림리 693-7번지
645,1등,CU(망우점),자동,서울 중랑구 망우동 470-10번지
645,1등,장군슈퍼,자동,인천 연수구 옥련동 580-9번지
645,1등,로또명당,수동,경기 시흥시 포동 1-13번지101호
645,1등,CU(광탄개나리),자동,경기 파주시 광탄면 신산리358-10번지
644,1등,행복한집,자동,경기 오산시 원동 379-8번지
644,1등,풍무대박복권,자동,경기 김포시 풍무동 107-7번지풍무프라자 104호
644,1등,복권1번,자동,부산 부산진구 부전동 573-1번지 대현지하상가 복권1번 가판
644,1등,복권전문점,자동,인천 부평구 청천동 236-20번지
644,1등,운천점(복권나라),자동,광주 서구 쌍촌동 876-14번지 1층
644,1등,GS25(이천현대),수동,경기 이천시 대월면 대흥리1-6
644,1등,GS25(천안신방),수동,충남 천안시 동남구 신방동 905번지 현대아파트상가102호 GS25편의점
644,1등,복권왕국,수동,전남 여수시 신기동 109-7번지
643,1등,잉크충전,자동,경남 진주시 하대동 300-19번지
643,1등,월드복권,자동,광주 남구 방림동 566번지 방림광신프로그레스상가112동지하층101호 이마트에브리데이 내
643,1등,명당골복권방,자동,경기 수원시 권선구 권선동 1295-3번지 104호
643,1등,황금 복권방,수동,경기 용인시 기흥구 상하동 483-1번지 어정프라자 103호
643,1등,가로판매대,수동,서울 동작구 사당동 134-7번지 가판점
643,1등,대광복권방,수동,전남 화순군 화순읍 대리 97-3번지 대광그린상가동 1층109호
642,1등,대광슈퍼,자동,경기 군포시 산본동 1061-3번지 미성프라자106호
642,1등,CU(신길도림점),반자동,서울 영등포구 신길동 289-6번지
642,1등,복권방,자동,부산 사하구 하단동 589-1번지 강서할인마트 내
642,1등,프랜드리,자동,대구 동구 신암동 766번지 신암뜨랜채상가111호
642,1등,우일,자동,서울 송파구 마천2동 25-2번지
642,1등,대박로또,수동,서울 성동구 성수1가1동 656-58번지 1층
642,1등,왕대박복권,수동,인천 부평구 십정동 577-6번지
642,1등,알뜰슈퍼,수동,경기 동두천시 생연동 450-27번지 4/6
642,1등,도깨비 복권 전문점,수동,충북 증평군 증평읍 교동리 154-3번지
642,1등,복권나라,자동,강원 정선군 정선읍 봉양리 329-6번지
642,1등,잠실매점,자동,서울 송파구 신천동 7-18번지 8번출구앞가판
642,1등,태양슈퍼마켓,자동,부산 해운대구 반송동 888번지 삼한115호
641,1등,호반할인마트,자동,광주 광산구 도산동 1295-8번지
641,1등,안동슈퍼,자동,대구 중구 북성로2가 10-14번지
641,1등,복권나라동성점,자동,전남 순천시 연향동 1347번지동성아파트 상가113호
641,1등,현대사,수동,경기 성남시 분당구 구미동 144-1번지 104호
641,1등,현대사,수동,경기 성남시 분당구 구미동 144-1번지 104호
641,1등,월드이동통신,자동,대전 중구 유천동 10-13번지 벽산빌딩1층
641,1등,준,자동,경기 평택시 포승읍 방림리53-5번지
641,1등,현대사,수동,경기 성남시 분당구 구미동 144-1번지 104호
640,1등,왕대박복권방,자동,경북 문경시 모전동 81-89번지
640,1등,로또복권,수동,전남 해보면 문장리 822-25번지 문장중앙식품
640,1등,원당역복권방,자동,경기 고양시 덕양구 성사동 410-17번지
640,1등,복터져,반자동,충북 청주시 청원구 주중동 952번지 103호
640,1등,장안2호점,자동,서울 동대문구 장안1동 428-3번지세븐일레븐장안2호점 내 위치함
640,1등,따봉복권방,자동,인천 부평구 부평4동 889-5번지
640,1등,천하명당복권방,자동,서울 동작구 사당동 1031-1번지
640,1등,제이복권방,자동,서울 종로구 종로5가 58번지평창빌딩 1층 103호
640,1등,한샘행운복권방,자동,경기 양주시 광적면 가납리 732-7번지
639,1등,CU(경대정문점),수동,대구 북구 대현1동 24-2번지
639,1등,한마음,자동,서울 관악구 봉천동 32-2번지 봉천중앙시장라열4호
639,1등,그린슈퍼,수동,서울 동대문구 답십리1동 472-58번지
639,1등,달성로또복권판매소,수동,충남 아산시 온천동 80-2번지
638,1등,인천연수점로또판매,수동,인천 연수구 연수동 631번지세븐일레븐편의점내
638,1등,이플러스,자동,경기 수원시 영통구 매탄동 153-14번지
638,1등,희성상사,자동,인천 남구 주안동 1282-8번지
638,1등,복권세상,자동,광주 광산구 우산동 1580-1번지 2-5호 복권세상
638,1등,동화나라,자동,광주 광산구 산정동 977-11번지1층
638,1등,로또암반수베팅샵,수동,경기 남양주시 와부읍 덕소리 141-64번지
638,1등,3번출구가판점,자동,경기 성남시 수정구 수진2동 2965번지
637,1등,NG24,수동,경북 칠곡군 석적읍 중리 86-8번지
637,1등,가로판매소,수동,서울 구로구 구로동 2-17번지신도림역배수펌프장앞
637,1등,복권나라,자동,대구 달성군 논공읍 북리 833-152번지
637,1등,드림로또,자동,대전 중구 산성동 270-7번지
636,1등,GS25(두정메트로점),자동,충남 천안시 서북구 성정동 1451번지
636,1등,대박복권방,자동,경기 부천시 오정구 고강동 390-4번지고강빌딩1층
636,1등,대운복권,수동,경기 성남시 중원구 성남동 4159번지
636,1등,김포로또,자동,경기 김포시 사우동 944번지 한솔프라자101
636,1등,노다지복권방,수동,부산 사하구 당리동 313-33번지 CU편의점
636,1등,영광정보통신,수동,서울 성북구 하월곡동 37-18번지
636,1등,세븐일레븐,자동,서울 강동구 천호동 35-29번지 세븐일레븐내
636,1등,행복충전소,자동,경기 평택시 지산동 755-1번지
635,1등,썬마트,수동,대전 서구 관저동 1109번지 신선타워105호 GS25편의점
635,1등,오렌지25,자동,경기 고양시 일산서구 일산동 555-1번지 양우에이스스타디움109
635,1등,금산인삼엑스포,자동,대전 대덕구 비래동 140-10번지
635,1등,이지마트24 심곡2호,자동,경기 부천시 소사구 심곡본동 591-6번지 1층
635,1등,꿈에본그자리,자동,경기 성남시 중원구 금광동 4752번지
635,1등,스파,자동,서울 노원구 상계동 666-3번지 주공10단지종합상가111
635,1등,재벌 로터리,자동,부산 중구 남포동1가 28번지 재벌마트
635,1등,일등복권편의점,자동,대구 달서구 본리동 2-16번지 1층
634,1등,플러스마트,자동,경기 성남시 중원구 성남동 3164번지
634,1등,행운복권방,자동,경기 포천시 소흘읍 송우리 127-6번지
634,1등,GS25(안양병목),수동,경기 안양시 만안구 안양4동 782-7번지신광빌딩
634,1등,영동슈퍼,자동,경기 부천시 원미구 심곡동 409-11번지
634,1등,온누리로또,자동,경기 수원시 권선구 세류동 1075-2번지
634,1등,25시슈퍼,수동,경남 창원시 마산회원구 봉암동 462-30번지
634,1등,복권명당창원대원점,자동,경남 창원시 의창구 대원동 35-2번지
634,1등,한성로또복권,자동,강원 정선군 고한읍 고한리 57-5번지
634,1등,돈벼락맞는곳,자동,부산 동구 범일동 833-5번지
634,1등,가판점,수동,경기 부천시 원미구 심곡동 176-13번지 가판(국민은행버스정류장옆)
634,1등,,자동,서울 금천구 독산3동 876-2번지
634,1등,행복한사람들 (흥부네),자동,경기 광주시 실촌읍 삼리399-18번지
634,1등,대학도슈퍼,자동,부산 사상구 주례동 60-87번지
633,1등,선봉로또,수동,울산 남구 삼산동 1468-6번지CU판매점 내
633,1등,로또복권,수동,전북 익산시 마동 358-5번지
633,1등,안목마트,자동,서울 강북구 번동 463-33번지
633,1등,세븐일레븐광양시청점,자동,전남 광양시 중동 1317-4번지 세븐일레븐편의점 내
633,1등,소답시내버스매표소,자동,경남 창원시 의창구 소답동 114-7번지 가판
633,1등,복권왕국,자동,경기 부천시 소사구 심곡본동 668-3번지 1층
633,1등,로또명당인주점,자동,충남 아산시 인주면 신성리 188-8번지
633,1등,수일매표소,자동,경기 수원시 장안구 송죽동 445-1번지
633,1등,GS25(대전송촌),자동,대전 대덕구 송촌동 456-9번지
633,1등,종로3가1호선역2번출구가로판매점82호,수동,서울 종로구 종로3가 23-1번지
633,1등,형제상회,수동,서울 동대문구 용두동 250-22번지
633,1등,경성식품,자동,서울 동대문구 휘경1동 192-5번지
632,1등,행복복권방,자동,경남 창원시 의창구 팔용동 106-10번지
632,1등,GS25(구로미성),자동,서울 구로구 신도림동 399번지기임빌딩101
632,1등,복권천지,수동,전남 여수시 신기동 73-1번지
632,1등,월드컵복권방,자동,경기 광주시 경안동 57-12번지
632,1등,준,자동,경기 평택시 포승읍 방림리53-5번지
632,1등,행운복권방,자동,경기 성남시 분당구 구미동 185-1번지 비즈파이코리아103호
632,1등,복권나라,자동,인천 서구 석남동 586-2번지
632,1등,대박로또방,자동,대전 서구 탄방동 764번지 세븐일레븐 편의점
632,1등,창운로또,수동,충북 청주시 흥덕구 오송읍 만수리533번지오렌지상가 102호
632,1등,연신내3호점로또판매,자동,서울 은평구 진관동 은평뉴타운구파발아파트 22번지 905동 107호
632,1등,프리코너로또방,자동,경남 창원시 마산회원구 석전동 247-2번지
631,1등,북문복권방,자동,경기 수원시 장안구 영화동 297-5번지
631,1등,로또홍성휴게소(하행)판매점,자동,충남 홍성군 은하면 금국리 292-3번지 서해안고속도로 홍성휴게소(하행)내 하이샵코너내
631,1등,훼미리마트(시네마로또),자동,전남 목포시 상동 1129-6번지 CU편의점
631,1등,복권나라,자동,전남 여수시 교동 448-2번지 1층
630,1등,롯또,자동,부산 해운대구 반송동 62-450번지 1층
630,1등,천하명당,수동,경기 평택시 서정동 76-14번지
630,1등,복권천국,수동,대구 중구 대봉동 13-17번지
629,1등,행운복권방,자동,부산 중구 남포동5가 64-3번지
629,1등,돈벼락복권방,자동,대구 북구 동변동 686번지 1층
629,1등,행운마트,자동,서울 송파구 오금동 85-8번지 1층
629,1등,로또복권하대점,자동,경남 진주시 하대동 126-17번지
629,1등,흥건슈퍼,자동,전북 전주시 완산구 삼천동1가 300-3번지 흥건1차아파트상가109호
628,1등,복권파는집,자동,경남 창원시 마산회원구 합성동 84-29번지
628,1등,양산덕계점(로또),자동,경남 양산시 평산동 94-4번지 미니스톱평산점내
628,1등,공단슈퍼,자동,경기 평택시 모곡동 442-1번지 1층
628,1등,복권나라,자동,강원 춘천시 후평동 687-1920번지
628,1등,응암2호점로또판매,수동,서울 은평구 역촌동 74-5번지
628,1등,토토원,수동,충북 청주시 청원구 율량동 1816번지
628,1등,원스탑,자동,서울 송파구 잠실동 183-1번지
628,1등,즐거운복권방,수동,인천 남구 주안7동 1311-35번지
628,1등,로또판매점,수동,경기 고양시 일산동구 장항동 864번지 메트로골드제1층103호
627,1등,복터진나라,수동,부산 서구 서대신동2가 134-4번지1층 복권판매점
627,1등,교통카드판매대,수동,서울 강동구 고덕동 210-1번지 구서울승합종점앞
627,1등,교통카드판매대,수동,서울 강동구 고덕동 210-1번지 구서울승합종점앞
627,1등,안성맞춤,수동,경기 안성시 금산동 47번지
627,1등,대산슈퍼,자동,충남 천안시 동남구 북면 연춘리 120-5번지
627,1등,행운천하명당,수동,충남 서천군 서천읍 군사리 751-7번지
627,1등,복권나라,자동,경기 포천시 소흘읍 이가팔리 309-1번지
627,1등,안성맞춤,수동,경기 안성시 금산동 47번지
627,1등,로또판매,자동,서울 강남구 역삼동 827-44번지
627,1등,제이엠정보통신,자동,경남 함안군 가야읍 말산리 422-7번지
626,1등,다음정보텔레콤(훼미리마트내),자동,경남 진주시 평거동 200-1번지 CU편의점 내
626,1등,명가로또복권,수동,경남 거제시 사등면 덕호리 110-21번지 대교제일할인마트내
626,1등,또또슈퍼,자동,광주 광산구 소촌동 529-16번지
626,1등,위앤조이 유천점,수동,대전 중구 유천2동 186-4번지
626,1등,승지GALLANT,자동,서울 서초구 반포동 19-4번지대전매표소앞6호점
626,1등,세븐일레븐 햇빛점,자동,서울 양천구 목4동 782-3번지
626,1등,새시대복권방,수동,서울 금천구 시흥5동 249-11번지
626,1등,CU(군포덕산점),자동,경기 군포시 당동 902번지덕산아파트상가1층
625,1등,로또명당매표소,자동,경기 수원시 팔달구 우만동 85-1번지
625,1등,엑스트라(우주점),자동,부산 사상구 모라동 551번지 주공상가 가-106
625,1등,명당골복권방,자동,경기 수원시 권선구 권선동 1295-3번지 104호
625,1등,메트로센터점,수동,대구 중구 덕산동 88번지 메트로센터C412호
625,1등,토큰박스(성당포스코더샵),자동,대구 달서구 성당동 570-1번지 도로가 가판
624,1등,애리지,자동,경기 성남시 수정구 양지동 232번지
624,1등,당첨희망복권점,자동,경기 이천시 관고동 4-26번지
624,1등,라이프마트,자동,인천 중구 항동7가 58-98번지 5호
624,1등,CU(달동초이스점),자동,울산 남구 달동 1309-1번지
624,1등,스파,자동,서울 노원구 상계동 666-3번지 주공10단지종합상가111
623,1등,서정천하명당,자동,경기 평택시 서정동 262-11번지
623,1등,가판점,자동,경기 부천시 원미구 심곡동 176-13번지 가판(국민은행버스정류장옆)
623,1등,행운복권방,자동,강원 인제군 북면 원통리 681-5번지 1층
623,1등,행복공간,수동,서울 강동구 성내동 292-30번지
623,1등,CU(제천역점),자동,충북 제천시 화산동 208-1번지
623,1등,덕하복권슈퍼,자동,울산 울주군 청량면 상남리 542-4번지
623,1등,돈다발복권방,수동,서울 종로구 숭인동 288-1번지
623,1등,아띠로또판매점,자동,충남 천안시 서북구 두정동 1063번지 레몬타워 110호
622,1등,라이프마트,자동,인천 중구 항동7가 58-98번지 5호
622,1등,복권천국,자동,경기 부천시 오정구 고강동 318번지 제일시장7동가건물
622,1등,대박천하복권방,자동,서울 은평구 대조동 224-3번지 1층 1호
622,1등,코코블루,자동,경기 성남시 분당구 서현동 248-5번지 코코프라자지하2호
622,1등,복터진날,자동,경기 안성시 공도읍 진사리 20-14번지 우림아파트상가 B-03호
622,1등,월드사진관,자동,부산 사하구 다대동 944-22번지
622,1등,베네시티앞가판,자동,서울 강동구 천호2동 425-5번지대우베네시티cafe7gram앞
622,1등,CU(신흥점),수동,인천 중구 신흥동3가 31-49번지
622,1등,인천상회,자동,인천 중구 북성동2가 9-7번지
621,1등,대야지복권,수동,광주 남구 주월동 961-24번지
621,1등,운천대박복권방,자동,경기 포천시 영북면 운천리511-8번지
621,1등,왕대박복권방,자동,경북 문경시 모전동 81-89번지
621,1등,금집복권,수동,광주 북구 신용동 752번지금집복권
621,1등,삼성소비자슈퍼,자동,대전 중구 선화동 157-8번지
621,1등,씨스페이스(유성봉명),자동,대전 유성구 봉명동 546-4번지 씨스페이스편의점
620,1등,단대대박복권방,수동,경기 성남시 중원구 금광동 11번지
620,1등,개봉2호점로또판매,자동,서울 구로구 개봉동 92-10번지
620,1등,우리들복권방(남구청),자동,울산 남구 달동 1328-9번지우리들마트 내
620,1등,Let'sgo복권방(동산점),자동,전북 전주시 덕진구 여의동 580-5번지
620,1등,우리로또,수동,경기 김포시 장기동 346-4번지
620,1등,G(금정)마트휴게실,자동,전북 군산시 조촌동 752-1번지
620,1등,태양마트,자동,대전 유성구 지족동 905-1번지그랜드타운105호
619,1등,뉴서울슈퍼,자동,서울 서대문구 미근동 319번지
619,1등,노다지복권방,자동,경기 안산시 단원구 와동 721-4번지 103호
619,1등,홈돌이로또복권,자동,경기 김포시 감정동 692번지 삼성홈플러스2층
618,1등,삼거리상회,자동,전남 신안군 압해면 학교리 586-7번지 삼거리상회
618,1등,현대할인마트,자동,경기 이천시 신둔면 수광리312-4번지
618,1등,일등복권편의점,자동,대구 달서구 본리동 2-16번지 1층
618,1등,충남상회,자동,인천 남구 숭의동 106-21번지
618,1등,일죽휴게소복권,자동,경기 안성시 일죽면 월정리 481-4번지 일죽휴게소내 세븐일레븐 일죽휴게소점
617,1등,로또복권판매소,자동,서울 마포구 도화동 37번지 진도빌딩앞
617,1등,로또천국,수동,충북 충주시 칠금동 849번지 충주공영버스터미널1층 터미널매점
617,1등,운수대통복권방,자동,충남 천안시 동남구 사직동 202-22번지
617,1등,국세청앞센타,수동,부산 동구 수정동 247-7번지 세무서옆가판
617,1등,울릉로또,자동,경북 울릉군 울릉읍 도동3리 330-4번지
617,1등,권선로또복권방,수동,경기 수원시 권선구 탑동 843-4번지 천림빌딩102호
617,1등,훼미리로또,수동,서울 동작구 신대방동 395-68번지 훼미리타운102호
617,1등,팡팡사동복권방,자동,경기 안산시 상록구 사동 1298-7번지
616,1등,올인로또복권,수동,전북 전주시 완산구 효자동2가 203-5번지 코끼리마트 상가 내
616,1등,천하명당복권방(행운을주는사람들),수동,부산 사상구 괘법동 563-16번지
616,1등,권선로또복권방,자동,경기 수원시 권선구 탑동 843-4번지 천림빌딩102호
616,1등,GS25(수원삼성),자동,경기 수원시 영통구 매탄동 1267-7번지 중앙프라자104호
616,1등,로또판매점,수동,서울 은평구 응암동 589-38번지
616,1등,마리나복권,수동,부산 해운대구 좌동 1270-1번지 정선빌딩1층훼미리마트내
616,1등,아로마포미둔산점,자동,대전 서구 둔산2동 1075번지 경희빌딩1층
616,1등,101편의방,자동,경북 포항시 남구 청림동 3-263번지
616,1등,달랑슈퍼,수동,서울 강남구 대치동 955-1번지
615,1등,부자복권방,자동,전북 군산시 대명동 138-12번지
615,1등,GS25(구월효명),자동,인천 남동구 구월동 1463번지 102호
615,1등,로또7일레븐 태화점,자동,경북 안동시 태화동 175-3번지
615,1등,연초2호,자동,서울 서초구 반포4동 19-4번지 고속터미널내1층
615,1등,복권전문점,자동,대전 유성구 봉명동 568-4번지
615,1등,NG24,자동,경북 칠곡군 석적읍 중리 86-8번지
615,1등,동일통신,수동,부산 해운대구 반여1동 1361-2번지
615,1등,복권천국,자동,인천 계양구 동양동 604-2번지
615,1등,금성상회,자동,부산 동래구 온천2동 782-29번지
614,1등,플러스복권방,자동,강원 춘천시 효자2동 663-2번지
614,1등,주택복권사랑방,수동,서울 관악구 조원동 518-11번지
614,1등,베스트올원당,자동,인천 서구 원당동 824-2골든벨프라자102호
614,1등,오거리마트,자동,서울 은평구 응암동 323-5번지
614,1등,대야지복권,자동,광주 남구 주월동 961-24번지
614,1등,씨유 개화산역점,자동,서울 강서구 방화1동 498-4번지
613,1등,힘찬슈퍼 복권방,자동,인천 부평구 부평5동 134-32번지
613,1등,복권전문점,자동,인천 부평구 청천동 236-20번지
613,1등,슈퍼복권나라,자동,부산 부산진구 가야동 377-10번지GS25가야점 내
613,1등,행운복권방,자동,울산 중구 다운동 549-2번지
613,1등,노다지복권방,수동,경기 용인시 처인구 마평동 735-1번지
613,1등,동키호테편의점,자동,광주 서구 풍암동 935-7번지
613,1등,굿프랜즈편의점,자동,경기 고양시 덕양구 토당동 877-1번지
613,1등,굿타임24아산석정점(구드림통신),자동,충남 아산시 염치읍 석정리 28-9번지
613,1등,월드,자동,대구 수성구 매호동 1344-1번지
612,1등,구포라인점,수동,부산 북구 구포동 700-148번지
612,1등,교통카드충전소,자동,서울 금천구 독산2동 1012-2번지
612,1등,황금로또,자동,강원 원주시 태장2동 1390-16번지
612,1등,천하명당복권방,자동,충남 홍성군 홍성읍 오관리 321-4번지
612,1등,대박마트복권방,수동,충남 아산시 음봉면 산동리 431-10번지 태화상가1층103호
612,1등,GS25(둔산을지점),자동,대전 서구 둔산동 1349번지 1층 편의점
612,1등,한진롯또대박판매점,자동,전북 고창군 신림면 벽송리557-10번지고창고인돌휴게소(하) 의류매장
612,1등,우리들삼산본동점,수동,울산 남구 삼산동 166-8번지
612,1등,으뜸우리들복권방,수동,울산 남구 무거동 623-19번지 우리들마트 내
612,1등,복권마트,자동,강원 홍천군 홍천읍 진리 83-2번지 1층
612,1등,터미널로또판매점,자동,인천 남구 관교동 15번지 인천교통공사대합실1층2호편의점내
611,1등,진흥슈퍼,자동,서울 강남구 논현동 61-19번지
611,1등,대소원로또,자동,충북 충주시 이류면 대소리 53-3번지 휴게소내 컨테이너
611,1등,킹마트,자동,충남 천안시 서북구 성정동 624-4
611,1등,역전복권방,자동,충남 예산군 예산읍 주교리 221-10번지
610,1등,로또7일레븐 태화점,자동,경북 안동시 태화동 175-3번지
610,1등,대화로또판매점,자동,대전 대덕구 오정동 10-2번지
610,1등,GS25(수지수석),자동,경기 용인시 수지구 풍덕천동 1080-1번지 수석프라자103호
610,1등,Today,자동,서울 광진구 구의동 546-4번지 테크노마트9층사무동24호
609,1등,경남복권방,자동,서울 강북구 미아동 49-117번지
609,1등,행운대박복권,자동,서울 영등포구 영등포본동 618-210번지
608,1등,버스판매소,자동,서울 영등포구 영등포동4가 440번지 신세계앞
608,1등,율암25시편의점,수동,경기 화성시 팔탄면 율암리 481-2번지
608,1등,행운복권방,수동,강원 인제군 북면 원통리 681-5번지 1층
608,1등,황금당,자동,전남 강진군 강진읍 서성리 12번지 황금당
608,1등,CU(역촌제일점),자동,서울 은평구 역촌동 78-45번지
608,1등,복권세계,자동,서울 구로구 가리봉동 124-2번지
608,1등,공원슈퍼,자동,경기 수원시 장안구 영화동 328-12번지
607,1등,금진슈퍼,자동,전남 여수시 서교동 464번지
607,1등,스포츠베팅샵,수동,서울 서초구 양재동 373번지 104호
607,1등,금강종합공구,자동,경기 김포시 대곶면 율생리 350-5번지
607,1등,탑스,자동,경기 수원시 팔달구 우만동 578-1번지
606,1등,정우로또,자동,서울 강동구 길동 390-20번지
606,1등,스파,자동,서울 노원구 상계동 666-3번지 주공10단지종합상가111
606,1등,빅세일마트,자동,부산 중구 중앙동4가 81-19번지
606,1등,주택복권방,자동,경기 용인시 수지구 풍덕천동 717-3번지 103호
606,1등,로또복권,자동,경북 군위군 군위읍 서부리 124-6번지
606,1등,스파,자동,서울 노원구 상계동 666-3번지 주공10단지종합상가111
606,1등,천하명당복권방,수동,서울 동대문구 답십리동 99-22번지
606,1등,슈퍼복권나라,자동,부산 사하구 하단동 590-7번지 GS25편의점
606,1등,굿타임,자동,서울 서대문구 연희동 353-94번지
606,1등,대박복권방,수동,서울 관악구 조원동 538-1번지 싱싱마트
605,1등,로또나라,수동,경기 파주시 교하읍 문발리 495-138번지
605,1등,티켓몰,자동,경기 김포시 사우동 251-8번지
605,1등,로또명당인주점,자동,충남 아산시 인주면 신성리 188-8번지
605,1등,미나식품(로또판매점),수동,서울 강서구 방화동 484-23번지
605,1등,대박복권판매점,자동,충북 충주시 문화동 730번지
605,1등,GS25(청주율량),수동,충북 청주시 상당구 율량동 846번지
605,1등,대박,자동,경기 구리시 수택동 405-16번지
605,1등,노다지복권방,자동,경기 시흥시 대야동 345-16번지 1층상가
605,1등,아름다운방,자동,경기 의정부시 금오동 473-1번지 플래티넘프라자1층107
604,1등,승리상사,자동,서울 영등포구 신길동 115-33번지
604,1등,라이프마트,자동,인천 중구 항동7가 58-98번지 5호
604,1등,오천억복권방,자동,광주 서구 화정동 782-14
604,1등,천하명당우만점,자동,경기 수원시 팔달구 우만동 466-5번지
604,1등,럭키복권방,자동,서울 도봉구 창동 134-36번지 우림빌딩106
604,1등,복권명당,자동,경기 안산시 상록구 건건동 646-3번지
604,1등,일등복권편의점,자동,대구 달서구 본리동 2-16번지 1층
604,1등,GS25(동백역점),자동,경기 용인시 기흥구 중동 853-1번지
604,1등,럭키로또방,자동,경기 수원시 영통구 이의동 1335번지 아이플렉스104호
604,1등,천하명당복권방,수동,전북 익산시 모현동1가 186-71번지
604,1등,삼계복권전문점,자동,경남 창원시 마산회원구 내서읍 삼계리 30-3번지
603,1등,삼정그린환경,수동,서울 강동구 성내3동 428-5번지 오스카상가136호
603,1등,복권파티,자동,서울 송파구 거여동 31-10번지
603,1등,청룡마트,자동,충남 천안시 동남구 청수동 219-4번지 현대아파트상가B-102호
603,1등,HX복권방,자동,경기 이천시 부발읍 아미리 726-9번지 현대시티플라자106호
602,1등,충남상회,자동,인천 남구 숭의동 106-21번지
602,1등,운천점(복권나라),자동,광주 서구 쌍촌동 876-14번지 1층
602,1등,엔.스피드텔레콤,수동,서울 은평구 불광동 281-91번지
602,1등,로또암반수베팅샵,자동,경기 남양주시 와부읍 덕소리141-64번지
602,1등,로또(파발마점),자동,경기 시흥시 정왕동 2302번지 역전프라자105호
602,1등,GS25(장유무계),자동,경남 김해시 장유면 무계리 191-7번지 청학프라자 1-107호
602,1등,천하명당복권방,수동,경남 진주시 봉곡동 15-5번지
602,1등,로또복권,자동,서울 성동구 마장동 771-7번지
601,1등,부일카서비스,자동,부산 동구 범일동 830-195
601,1등,대운복권,자동,경기 성남시 중원구 성남동 4159번지
601,1등,하늘채복권방,자동,경기 수원시 영통구 매탄동 1156-1번지
601,1등,일공공일안경콘택트수송점,자동,전북 군산시 수송동 850-6번지
601,1등,구담쌀슈퍼,자동,경북 안동시 용상동 1179-67번지
601,1등,천하명당미아현대점,수동,서울 강북구 송천동 482-11번지 미아CGV앞 맞너편 골목으로 300m
601,1등,복권방,수동,부산 부산진구 당감동 738-3번지 202호
601,1등,로또수락산점,수동,서울 노원구 상계동 1262번지 대덕하이베라스101호
601,1등,여기있었네복권방,자동,충남 논산시 취암동 177-4번지
600,1등,구담쌀슈퍼,자동,경북 안동시 용상동 1179-67번지
600,1등,태원정보통신,자동,서울 중랑구 상봉2동 88-75번지
600,1등,가로판매소,수동,서울 구로구 구로동 2-17번지 신도림역배수펌프장앞
600,1등,로또복권방,수동,경기 용인시 처인구 김량장동 162-4번지
600,1등,교통카드판매소,수동,서울 강북구 수유3동 191-14번지 가판
600,1등,로또복권방,수동,경기 용인시 처인구 김량장동 162-4번지
600,1등,CU(안산와동점),수동,경기 안산시 단원구 와동 679-7번지
600,1등,로또복권방,수동,경기 용인시 처인구 김량장동 162-4번지
600,1등,인천네트워크,자동,인천 남동구 도림동 248-5번지 12블록5롯트102호
600,1등,로또토토대박,수동,강원 원주시 일산동 154-112번지
600,1등,그린하우스,자동,전북 전주시 덕진구 덕진동1가 1276-3번지
600,1등,로또복권방,수동,경기 용인시 처인구 김량장동 162-4번지
600,1등,로또복권방,수동,경기 용인시 처인구 김량장동 162-4번지
600,1등,로또복권짱,수동,경기 용인시 처인구 마평동 582-3번지
600,1등,로또복권짱,수동,경기 용인시 처인구 마평동 582-3번지
599,1등,육사구(6/49)복권방,자동,경기 용인시 처인구 유방동 310-10번지
599,1등,로또복권방,수동,서울 성북구 동소문동3가 34번지
599,1등,썬마트,자동,대전 서구 관저동 1109번지 신선타워105호 GS25편의점
599,1등,로또명당,자동,경기 시흥시 포동 1-13번지 101호
599,1등,천하명당복권방독산점,수동,서울 금천구 독산3동 989-16번지
599,1등,대성사,자동,서울 성동구 성수동1가 13-23번지 1층
599,1등,천동로또,수동,대전 동구 천동 119-4번지
599,1등,메트로센터점,수동,대구 중구 덕산동 88번지 메트로센터C412호
598,1등,GS25(괘법덕포),자동,부산 사상구 괘법동 270-6번지
598,1등,CU(서구가정점),수동,인천 서구 가정동 527-27번지
598,1등,칠곡스포츠,수동,대구 북구 태전동 1033-5번지
598,1등,로티스트,수동,부산 북구 화명동 188번지 벽산강변타운후문상가1층
598,1등,주공공이로또,자동,경기 안양시 동안구 호계동 1039번지
598,1등,세븐일레븐부산온천장역점,수동,부산 동래구 온천동 156-1번지 온천장역지하철 내
598,1등,CU(거제신정점),수동,경남 거제시 장평동 1195-3번지
598,1등,천하명당복권방,자동,충남 홍성군 홍성읍 오관리 321-4번지
598,1등,대한민국마트,수동,대전 유성구 전민동 458-9번지 다세대주택 1층
598,1등,경남슈퍼행운복권방,수동,서울 양천구 목3동 606-13번지
598,1등,스파,자동,서울 노원구 상계동 666-3번지 주공10단지종합상가111
598,1등,부일카서비스,자동,부산 동구 범일동 830-195
