회차,등위,상호명,당첨방식,소재지,cleaned_address
1192,1등,삼성마트,자동,서울 강남구 선릉로 636 102호(키스톤빌딩),서울 강남구 선릉로 636
1192,1등,로또킹,자동,서울 영등포구 영중로 2 1층(영등포동3가),서울 영등포구 영중로 2
1192,1등,돈벼락맞는곳,수동,부산 사상구 낙동대로 910 마트월드 A-160호,부산 사상구 낙동대로 910
1192,1등,동탄호수복권,자동,경기 화성시 동탄순환대로 127-5 1층 101호,경기 화성시 동탄순환대로 127-5
1192,1등,유니로또,자동,강원 원주시 행구로 45 1층,강원 원주시 행구로 45
1192,1등,바른,자동,경기 하남시 신장로 68,경기 하남시 신장로 68
1192,1등,율암25시편의점,반자동,경기 화성시 시청로 822,경기 화성시 시청로 822
1192,1등,돈벼락맞는곳,수동,부산 사상구 낙동대로 910 마트월드 A-160호,부산 사상구 낙동대로 910
1192,1등,돈벼락맞는곳,수동,부산 사상구 낙동대로 910 마트월드 A-160호,부산 사상구 낙동대로 910
1192,1등,청솔서점,수동,부산 사하구 하신번영로 195,부산 사하구 하신번영로 195
1192,1등,일등대박복권방,수동,충북 진천군 중앙동로 74-1 1층,충북 진천군 중앙동로 74-1
1192,1등,로또명당(유가테크노점),자동,대구 달성군 테크노상업로 108 1동 1층 114호(테크노에이스),대구 달성군 테크노상업로 108
1192,1등,미보라복권방,수동,울산 중구 염포로 15,울산 중구 염포로 15
1192,1등,로또25시,자동,울산 남구 수암로288번길 1 1층,울산 남구 수암로 288번길 1
1192,1등,광주공항로또,자동,광주 광산구 상무대로 411 1층,광주 광산구 상무대로 411
1192,1등,마두5번출구가판로또,자동,경기 고양시 일산동구 중앙로 1200,경기 고양시 일산동구 중앙로 1200
1192,1등,천하명당,자동,경기 파주시 방촌로 1719-68 좋은빌딩2 107호,경기 파주시 방촌로 1719-68
1192,1등,일번가,반자동,경기 용인시 기흥구 서천서로20번길 4-6 102동,경기 용인시 기흥구 서천서로 20번길 4-6
1192,1등,남문시장,자동,경기 수원시 팔달구 수원천로255번길 6 89호(영동 영동시장),경기 수원시 팔달구 수원천로 255번길 6
1192,1등,조선복권,자동,경남 창원시 의창구 남산로 111 1층 GS25편의점,경남 창원시 의창구 남산로 111
1192,1등,대청행복복권,자동,경남 김해시 대청로 121 대청프라자 B동 104호,경남 김해시 대청로 121
1192,1등,씨스페이스 경주세방매점,자동,경북 경주시 산업로 4447 (용강동),경북 경주시 산업로 4447
1192,1등,또니로또연구소 한꼴토토,자동,전남 순천시 장선배기1길 6-53 1층,전남 순천시 장선배기1길 6-53
1192,1등,터미널복권,수동,충북 충주시 봉계1길 49 충주터미널1층,충북 충주시 봉계1길 49
1192,1등,씨유 율량칸타빌 4차점,자동,충북 청주시 청원구 율중로 19 편의점,충북 청주시 청원구 율중로 19
1192,1등,해수로또,자동,충북 청주시 상당구 산성로 22-1,충북 청주시 상당구 산성로 22-1
1192,1등,베스트올수성점,자동,전북 정읍시 수성2로 28,전북 정읍시 수성2로 28
1192,1등,명신사,수동,서울 마포구 월드컵로 97,서울 마포구 월드컵로 97
1192,1등,장안평역 3번출구 가판대,자동,서울 동대문구 장한로 6-1 장한평역 3번출구 앞 가판대,서울 동대문구 장한로 6-1
1191,1등,운좋은날,수동,서울 강동구 풍성로 187 102호,서울 강동구 풍성로 187
1191,1등,운좋은날,수동,서울 강동구 풍성로 187 102호,서울 강동구 풍성로 187
1191,1등,운좋은날,수동,서울 강동구 풍성로 187 102호,서울 강동구 풍성로 187
1191,1등,북부슈퍼,자동,경기 의정부시 가능로125번길 22,경기 의정부시 가능로 125번길 22
1191,1등,GS25석문센트럴점,자동,충남 당진시 산단7로 94-9 106107호 GS편의점 내,충남 당진시 산단7로 94-9
1191,1등,씨유 방어행복점,반자동,울산 동구 꽃바위로 35,울산 동구 꽃바위로 35
1191,1등,행운나눔,자동,부산 사하구 사하로 204,부산 사하구 사하로 204
1191,1등,리버스 편의점,자동,경기 하남시 미사대로 520 현대지식산업센터 한강미사2차 D동 125호,경기 하남시 미사대로 520
1191,1등,운좋은날,수동,서울 강동구 풍성로 187 102호,서울 강동구 풍성로 187
1191,1등,운좋은날,수동,서울 강동구 풍성로 187 102호,서울 강동구 풍성로 187
1191,1등,반달커피대구침산점,자동,대구 북구 칠성남로 100 대구역한라하우젠트센텀상가102호,대구 북구 칠성남로 100
1191,1등,사당,자동,서울 관악구 과천대로 953,서울 관악구 과천대로 953
1191,1등,인터넷 복권판매사이트,자동,동행복권(dhlottery.co.kr),동행복권(dhlottery.co.kr)
1191,1등,메트로센터점,자동,대구 중구 달구벌대로 지하 2100 메트로센터C412호,대구 중구 달구벌대로 지하 2100
1191,1등,도로시,수동,서울 강동구 아리수로93길 19 108호,서울 강동구 아리수로 93길 19
1191,1등,행복충전소,수동,경기 안양시 만안구 안양로 228 1층,경기 안양시 만안구 안양로 228
1191,1등,행운로또 굴화점,수동,울산 울주군 굴화2길 26 1층,울산 울주군 굴화2길 26
1191,1등,우정식품,자동,부산 동래구 온천장로 33 1층,부산 동래구 온천장로 33
1190,1등,흥양마중물,수동,강원 원주시 치악로 2335 1층,강원 원주시 치악로 2335
1190,1등,금은동복권방,수동,경기 용인시 기흥구 중부대로 679-6,경기 용인시 기흥구 중부대로 679-6
1190,1등,로또판매선부점,자동,경기 안산시 단원구 선부광장로 27 122-2호,경기 안산시 단원구 선부광장로 27
1190,1등,돈벼락맞는곳,자동,부산 동구 조방로49번길 18-1,부산 동구 조방로 49번길 18-1
1190,1등,희망복권방,자동,충북 청주시 흥덕구 월명로 150,충북 청주시 흥덕구 월명로 150
1190,1등,부영상회,수동,충북 충주시 칠금중앙로 38 1층,충북 충주시 칠금중앙로 38
1189,1등,태양 명당 복권방,자동,서울 금천구 독산로 211 세진상가103호,서울 금천구 독산로 211
1189,1등,천하명당복권방,자동,경기 수원시 팔달구 매산로 2,경기 수원시 팔달구 매산로 2
1189,1등,우리로또복권,자동,경기 연천군 청신로 91,경기 연천군 청신로 91
1189,1등,당첨쑥쑥복권,자동,경기 의왕시 고산로 88,경기 의왕시 고산로 88
1189,1등,인터넷 복권판매사이트,자동,동행복권(dhlottery.co.kr),동행복권(dhlottery.co.kr)
1189,1등,중구-가로가판대-37,자동,서울 중구 남대문로 20-2,서울 중구 남대문로 20-2
1189,1등,행복드림 복권,자동,인천 서구 청라라임로 85 판매시설 비동 131호 후면(청라동 청라린스트라우스),인천 서구 청라라임로 85
1189,1등,동키호테편의점,자동,광주 서구 풍금로38번길 23,광주 서구 풍금로 38번길 23
1189,1등,영화유통(1등복권방),자동,울산 남구 신정로 19 삼성아파트 상가 204-101,울산 남구 신정로 19
1189,1등,로또야놀자,수동,경북 경주시 양정로 211,경북 경주시 양정로 211
1189,1등,세븐일레븐진해경화위브점,자동,경남 창원시 진해구 조천로 29 세븐일레븐,경남 창원시 진해구 조천로 29
1189,1등,명당,자동,경남 진주시 동부로 1356 1층 일부호,경남 진주시 동부로 1356
1189,1등,목화휴게소,자동,경남 사천시 사천대로 912,경남 사천시 사천대로 912
1188,1등,다시 꿈꾸는 미래 동행복권,자동,부산 부산진구 백양대로208번길 38-9 상가동13호,부산 부산진구 백양대로 208번길 38-9
1188,1등,일등복권편의점,자동,대구 달서구 대명천로 220 1층,대구 달서구 대명천로 220
1188,1등,로또(카페),수동,대구 달서구 대명천로 89 1층,대구 달서구 대명천로 89
1188,1등,천하명당복권방,수동,서울 송파구 백제고분로41길 7 1층,서울 송파구 백제고분로 41길 7
1188,1등,부일카서비스,자동,부산 동구 자성로133번길 35,부산 동구 자성로 133번길 35
1188,1등,와따복권방,수동,인천 서구 검단로 490 1층,인천 서구 검단로 490
1188,1등,하늘로또,수동,경기 여주시 세종로475번길 2 1층,경기 여주시 세종로 475번길 2
1188,1등,와따복권방,수동,인천 서구 검단로 490 1층,인천 서구 검단로 490
1188,1등,행운복권방,수동,경기 고양시 덕양구 꽃마을로 66 1층105호,경기 고양시 덕양구 꽃마을로 66
1188,1등,하늘로또,수동,경기 여주시 세종로475번길 2 1층,경기 여주시 세종로 475번길 2
1188,1등,하늘로또,수동,경기 여주시 세종로475번길 2 1층,경기 여주시 세종로 475번길 2
1188,1등,하늘로또,수동,경기 여주시 세종로475번길 2 1층,경기 여주시 세종로 475번길 2
1188,1등,하늘로또,수동,경기 여주시 세종로475번길 2 1층,경기 여주시 세종로 475번길 2
1188,1등,또와요로또방,수동,서울 동대문구 왕산로 270-1 1층,서울 동대문구 왕산로 270-1
1188,1등,구일 로또 전자담배,자동,서울 구로구 구일로8길 63 한신상가 102호,서울 구로구 구일로 8길 63
1188,1등,성강동인,자동,경기 하남시 신장로 212 1층 2호,경기 하남시 신장로 212
1188,1등,대박슈퍼,수동,인천 부평구 경원대로 1438,인천 부평구 경원대로 1438
1188,1등,대박슈퍼,수동,인천 부평구 경원대로 1438,인천 부평구 경원대로 1438
1188,1등,드림복권전문점,수동,경기 평택시 평남로 651,경기 평택시 평남로 651
1188,1등,동아슈퍼,수동,경남 김해시 전하로 253 동아그린아파트상가 103동 101호,경남 김해시 전하로 253
1188,1등,영일대 복권방,자동,경북 포항시 북구 학전로 26 1층항구동,경북 포항시 북구 학전로 26
1188,1등,대박슈퍼,수동,인천 부평구 경원대로 1438,인천 부평구 경원대로 1438
1188,1등,대박슈퍼,수동,인천 부평구 경원대로 1438,인천 부평구 경원대로 1438
1188,1등,대박슈퍼,수동,인천 부평구 경원대로 1438,인천 부평구 경원대로 1438
1187,1등,인터넷 복권판매사이트,수동,동행복권(dhlottery.co.kr),동행복권(dhlottery.co.kr)
1187,1등,하당복권방,자동,전남 목포시 옥암로 46,전남 목포시 옥암로 46
1187,1등,1번지복권방,자동,경기 성남시 중원구 희망로 448 1층일부 (금광동),경기 성남시 중원구 희망로 448
1187,1등,꿈이있는로또,자동,경기 여주시 경충대로 1490 오일뱅크 주유소,경기 여주시 경충대로 1490
1187,1등,코사마트역전점,자동,경기 평택시 중앙2로 1,경기 평택시 중앙2로 1
1187,1등,셀피아,자동,울산 북구 무룡로 29 울산광역시 북구 연암동 417-1 1층,울산 북구 무룡로 29
1187,1등,가든파이브 복권,자동,서울 송파구 충민로 52 가든파이브웍스 제지1층 제비에프10777-2호,서울 송파구 충민로 52
1187,1등,나눔로또봉평점,수동,경남 통영시 도남로 81,경남 통영시 도남로 81
1187,1등,대풍로또판매점,자동,경남 김해시 번화2로 36,경남 김해시 번화2로 36
1187,1등,인터넷 복권판매사이트,자동,동행복권(dhlottery.co.kr),동행복권(dhlottery.co.kr)
1187,1등,진빈레코드,자동,경남 밀양시 북성로 7,경남 밀양시 북성로 7
1186,1등,보성정보통신,반자동,서울 동대문구 장한로2길 24,서울 동대문구 장한로 2길 24
1186,1등,네잎클로버,수동,울산 북구 당수골6길 20 1층,울산 북구 당수골6길 20
1186,1등,미리 대박 복권,수동,대전 서구 둔산남로105번길 19,대전 서구 둔산남로 105번길 19
1186,1등,한국인세계대박복권,자동,인천 연수구 한나루로197번길 34,인천 연수구 한나루로 197번길 34
1186,1등,황금알복권방,수동,충북 진천군 상산로 71,충북 진천군 상산로 71
1186,1등,행운복권방 보생당건강원,자동,전북 익산시 무왕로 1268,전북 익산시 무왕로 1268
1186,1등,복권마트 & 씨스페이스 홍천점,자동,강원 홍천군 홍천로 409 1층,강원 홍천군 홍천로 409
1186,1등,광성슈퍼,자동,경기 이천시 단월로 33,경기 이천시 단월로 33
1186,1등,씨월드,자동,경기 남양주시 별내2로 64 109호,경기 남양주시 별내2로 64
1186,1등,창원로또명당,자동,경남 창원시 성산구 용지로113번길 8,경남 창원시 성산구 용지로 113번길 8
1186,1등,만물할인슈퍼,자동,경남 창원시 성산구 대정로 145 개나리1차상가107호,경남 창원시 성산구 대정로 145
1186,1등,행복마트,수동,경북 김천시 혁신로 185 메타폴리스상가 120호,경북 김천시 혁신로 185
1186,1등,일레븐마트무선점,자동,전남 여수시 성산로 19,전남 여수시 성산로 19
1186,1등,희망드림(동행복권),반자동,서울 광진구 뚝섬로30길 47,서울 광진구 뚝섬로 30길 47
1185,1등,천하제일명당,자동,부산 부산진구 골드테마길 42,부산 부산진구 골드테마길 42
1185,1등,뉴빅마트,수동,부산 기장군 정관중앙로 48 106호,부산 기장군 정관중앙로 48
1185,1등,하나복권(가로판매점),자동,서울 영등포구 여의나루로 42 가로판매점(여의도동),서울 영등포구 여의나루로 42
1185,1등,복권나라,자동,경기 오산시 성호대로93번길 27,경기 오산시 성호대로 93번길 27
1185,1등,복이만석,자동,경기 수원시 영통구 덕영대로1555번길 13 106호(영통동 세일빌딩),경기 수원시 영통구 덕영대로 1555번길 13
1185,1등,복권천국,수동,경기 광명시 기아로 6,경기 광명시 기아로 6
1185,1등,일등복권방,자동,경기 시흥시 시청로68번길 4 1층 124호(장현동 장현1엔플러스빌),경기 시흥시 시청로 68번길 4
1185,1등,천하명당,자동,경기 안산시 단원구 광덕2로 193-19 113114호,경기 안산시 단원구 광덕2로 193-19
1185,1등,GMART,자동,경북 구미시 구미중앙로 57-3,경북 구미시 구미중앙로 57-3
